9,General,,,,,,
CODIGO,NOMBRE DEL PRODUCTO,PRECIO,EX.,MARCA,MP,P.SUG.,ROT
HP423,PELLETS P/PECES Y TORT.100 GR.,$12.22,3514,HOBBY PET,48,$24.45,AAA
HP421,AL.PELLET GOLDFISH 125GR.,$14.98,44,HOBBY PET,54,$29.97,AAA
HP422,AL.PELLET GOLDFISH 250GR.,$28.94,52,HOBBY PET,24,$57.88,AAA
HP428,PELLETS P/PECES Y TORT. 2 KG.,$90.94,30,HOBBY PET,5,$181.88,AAA
HP400-16,BETTAPET 25 GR. (16PZS),$125.28,1,HOBBY PET,12,$250.56,AAA
HP429,AL.PELLET P/GOLDFISH 2.5 KG.,$189.31,14,HOBBY PET,5,$378.62,AAA
HP430,MINI PELLET P/BETTAS 2.5 KG.,$243.60,5,HOBBY PET,5,$487.20,AAA
ASA1,AL. KIJARO 20 GR. BABY,$18.70,7,KIJARO,,$43.38,AAA
ASA31,AL.SANYU P/GUPPY 50 GR. MICRO,$76.49,15,KIJARO,,$152.98,AAA
ASA129,AL. SANYU P/GUPPY 155 GR. MICRO,$144.50,7,KIJARO,,$289.00,AAA
ASA9,AL. KIJARO 500 GR. CHICO,$212.49,2,KIJARO,,$492.97,AAA
ASA8,AL. KIJARO  500 GR. MED.,$212.49,7,KIJARO,1,$492.97,AAA
WAT646,ALIMENTO BETA 8 GRS EN BOTE,$6.07,23,LOMAS,,$12.15,AAA
WAT648,ALIMENTO BETA 20 GRS,$8.51,14,LOMAS,,$17.02,AAA
FL2120,AL.SPIRULINA BOOST 70GR.,$17.01,69,LOMAS,,$34.03,AAA
TE77101,TETRAMIN FLAKES 12 GR,$49.86,4,LOMAS,,$99.73,AAA
TE77019,BETTAMIN PELLETS 29 GR,$51.07,2,LOMAS,,$102.14,AAA
FL2121,AL.SPIRULINA BOOST 350 GR.,$66.89,11,LOMAS,1,$133.79,AAA
FL2131,AL.PECES MARINOS C/AJO 140 GR.,$109.44,2,LOMAS,1,$218.89,AAA
FL2132,AL.PECES MARINOS C/AJO 240 GR.,$170.31,2,LOMAS,1,$340.62,AAA
TE77073,TETRA PRO TROP. CRISP 190G.,$433.06,3,LOMAS,,$866.12,AA
CH001,AL. VITAMINADO 50G.,$34.66,14,MASC,,$69.32,AAA
CH002,AL.VITAMINADO 85G. SECO,$48.54,10,MASC,,$97.09,AAA
A200,AL.PARA AJOLOTES 60 GR. JUVENIL,$24.94,1,PETMMAL,1,$49.88,AAA
B1000,KOI-PLUS 4 KG. PALITOS,$373.02,4,PETMMAL,1,$746.04,AAA
GP4,GOLDFISH PREMIUM 4 GR  - EN SOBRE,$9.59,13,PRODAC,1,$19.18,AAA
TROP10,TROPICAL FOOD 10 GR.,$11.51,23,PRODAC,1,$23.03,AAA
PBIT12,PRO BITS SOBRE 12 GR.,$21.15,9,PRODAC,1,$42.31,AAA
TROP30,TROPICAL FOOD 30 GR.,$21.23,6,PRODAC,1,$42.47,AAA
GF100,GOLDFISH FL. COLOR 100 ML. 12 GR.,$31.99,11,PRODAC,1,$63.98,AAA
GF250,GOLDFISH FL. COLOR 250 ML. 32 GR.,$47.35,8,PRODAC,1,$94.70,AAA
DS100,DISCUS FOOD 100 ML. 35 GR.,$52.46,9,PRODAC,1,$104.93,AAA
GFF100,GARLIC FISH FLAKES 100 ML.,$56.31,7,PRODAC,1,$112.63,AAA
CDRM100,GOLDFISH PE. COLOR 100 ML. 50 G,$61.43,3,PRODAC,1,$122.86,AAA
AWM100,ALGAE WAFER MINI 100 ML. 50 G.,$63.99,6,PRODAC,1,$127.99,AAA
TROP1000,TROPICAL FOOD 100 GR.,$65.27,1,PRODAC,1,$130.54,AAA
BMG100,BIOGRAN GARLIC 100 ML. 50 G,$75.51,5,PRODAC,1,$151.03,AAA
TUB100,TUBIFEX 100 ML. 10 GR.,$83.32,8,PRODAC,1,$166.64,AAA
DS250,DISCUS FOOD 250 ML. 90 GR.,$103.66,2,PRODAC,1,$207.33,AAA
TA100,TABLET 100 ML. 60 GR.,$107.50,2,PRODAC,1,$215.01,AAA
FIS160,PONDMIX 160 GR 1200 ML.,$113.91,6,PRODAC,1,$227.82,AAA
AR100,ARTEMIA SECA 100 ML.. 10 GR.,$113.91,22,PRODAC,1,$227.82,AAA
GFF250,GARLIC FISH FLAKES 250 ML.,$115.19,4,PRODAC,1,$230.39,AAA
STC100,STICK-ON 100 ML. 60 GR.,$120.31,6,PRODAC,1,$240.63,AAA
BLMA250,BIOGRAN MARINE 250 ML. 100 GR.,$121.59,3,PRODAC,1,$243.18,AAA
CDRM250,GOLDFISH PE. COLOR 250 ML. 150 G,$125.43,4,PRODAC,1,$250.86,AAA
FIS140,PONDSTICKS 150 GR 1.2 LT.,$126.71,3,PRODAC,1,$253.43,AAA
PSC150,P.STICKS COLOR 150 GR. 1.2 LT.,$140.80,4,PRODAC,1,$281.60,AAA
GF1200,GOLDFISH FL. COLOR 1.2 LT. 160 GR.,$143.36,6,PRODAC,1,$286.72,AAA
PBIT250,PRO BITS 250 ML. 100 GR.,$151.03,3,PRODAC,1,$302.06,AAA
BMG250,BIOGRAN GARLIC 250 ML. 120 G,$151.19,1,PRODAC,1,$302.38,AAA
TUB250,TUBIFEX 250 ML. 25 GR.,$167.99,11,PRODAC,1,$335.98,AAA
EGGS,HUEVO DE ARTEMIA 15 ML. 50 G.,$190.71,12,PRODAC,1,$381.43,AAA
AR250,ARTEMIA SECA 250 ML.. 20 GR.,$215.02,44,PRODAC,1,$430.05,AAA
FIS1KG,PONDSTICKS 1.0 KG 8.3 LT.,$337.91,1,PRODAC,1,$675.83,AAA
FIS5KG,PONDSTICKS 5 KG 31.5 LT.,"$1,203.19",3,PRODAC,1,"$2,406.39",AAA
TE011,AL.LOMAS TETRA 10 GR,$12.77,80,TETRA,1,$25.54,AAA
TE012,AL. LOMAS BY TETRA 20 GR.,$19.45,3,TETRA,1,$38.90,AAA
TE013,HOJUELAS TETRA 30 GR.,$26.74,91,TETRA,,$53.49,AAA
TE16838,AL.BETTAMIN 23 GR.,$51.08,3,TETRA,,$102.17,AA
TE77126,AL.TETRAFIN G.FISH FL.28 GR.,$52.29,6,TETRA,,$104.58,AAA
TE77035,AL.TETRAFIN PELLETS 53 GR.,$71.78,4,TETRA,,$143.56,AAA
TE014,AL.LOMAS TETRA 100 GR,$79.07,29,TETRA,1,$158.15,AAA
TE77102,AL.TETRAMIN FL.28 GR.,$82.70,9,TETRA,,$165.41,AAA
TE77160,AL.TETRACOLOR 28 GR.,$84.65,17,TETRA,,$169.29,AAA
TE16447,*AL.TETRAVEGGIE 60 GR.,$104.66,2,TETRA,,$209.33,AAA
TE77127,AL.TETRAFIN G.FISH FL.62 GR.,$107.05,4,TETRA,,$214.11,AAA
TE77104,AL.TETRAMIN FL.62 GR.,$144.76,5,TETRA,,$289.53,AAA
TE77161,AL.TETRACOLOR FL.62 GR.,$149.96,1,TETRA,,$299.92,AAA
TE16121,AL.TETRAMIN GR. 100 GR.,$152.00,1,TETRA,,$304.01,AA
TE16250,AL.TETRACICHLID STICKS 160 G,$201.14,2,TETRA,,$402.28,AA
TE16205,TROPICAL LARGE FLAKES 80 GR.,$205.59,2,TETRA,1,$411.19,AA
TE16140,TETRAFIN GOLD FLAKES 200G.,$273.69,1,TETRA,,$547.38,AA
TE16249,AL.TETRAMARINE FL.160 GR.,$327.22,3,TETRA,,$654.44,AAA
TE16106,AL.TETRAMIN FL.200 GR.,$375.88,1,TETRA,,$751.77,AA
TE16507,AL.TETRACICHILID STICK 210 G,$387.89,2,TETRA,,$775.78,AA
TE16484,AL.TETRA P.STICKS CLARO 1.68,$850.32,2,TETRA,,"$1,700.65",AAA
TE16458,AL.TETRA P.STICK ROJO 7.5 KG,"$2,673.96",7,TETRA,,"$5,347.92",AA
WAT613,JAPONES MINI PELLETS 50 GRS,$9.72,37,WARDLEY,1,$19.44,AAA
WA001,AL.ECO WARDLEY 10 GR.,$11.54,559,WARDLEY,225,$23.08,AAA
WAT633,AL. P/CICLIDOS MED. 90 GRS,$15.19,3,WARDLEY,1,$30.39,AAA
WAT616,*AL.JAPONES PELLETS 90 GR.,$16.40,75,WARDLEY,,$32.80,AAA
WAT626,*MINI PELLETS TROP.90 GR.,$17.63,30,WARDLEY,70,$35.26,AAA
WAT042,REPTILE STICKS BABY 70GR.,$17.63,36,WARDLEY,,$35.26,AAA
WAT638,AL. P/PECES DE FONDO 70 GRS,$17.63,52,WARDLEY,1,$35.26,AAA
WA002,AL.ECO WARDLEY 20 GR.,$18.85,329,WARDLEY,150,$37.70,AAA
WA003,AL.ECO WARDLEY 30 GR.,$26.74,411,WARDLEY,150,$53.49,AAA
WAT618,*JAPONES PELLETS 350 GR.,$46.22,14,WARDLEY,,$92.45,AAA
WA526,ALIMENTO JAPONES 56 GR.,$60.80,33,WARDLEY,36,$121.61,AAA
WA004,AL.ECO WARDLEY 100 GR.,$82.68,116,WARDLEY,40,$165.36,AAA
WAT682,ALIMENTO POND STICKS 1 KG,$108.26,6,WARDLEY,1,$216.52,AAA
WAT615,JAPONES PELLETS 1.5 KG.,$156.92,4,WARDLEY,,$313.84,AAA
WA007,AL.ECO WARDLEY 1 KG.,$583.66,1,WARDLEY,1,"$1,167.33",AAA
WAT684,POND STICKS 6.8 KGS,$594.85,2,WARDLEY,1,"$1,189.71",AAA
WA008,HOJUELAS BASICAS LOMAS 4 KG.,"$2,006.40",2,WARDLEY,1,"$4,012.78",AAA
Q119,*ALIMENTO P/FIN SEMANA 4 PZAS,$9.86,32,BIOMAA,25,$19.72,AAA
Q150,*AL. VACACIONES 1 PZA,$9.86,61,BIOMAA,12,$19.72,AAA
FL5032,ALIMENTO VACACIONES F.P.,$7.89,12,FANCY PETS,1,$15.79,AAA
FL5033,ALIMENTO FIN DE SEMANA,$7.89,22,FANCY PETS,1,$15.79,AAA
24042,ALIMENTO VACACIONAL BLISTER,$10.96,25,JJ,,$21.92,AAA
QS039,AL.VAC.AGUA DULCE Y SAL.MED.,$9.94,3,QUALITY,1,$19.88,AAA
100106024,REMOVEDOR DE ALGAS 118ML.,$105.74,7,AQUEON,36,$211.49,AAA
Q601,HYDROVIT 30 ML. P/PECES,$26.32,50,BIOMAA,50,$52.64,AAA
BP9789,NITRO BACTERIA  125 ML.,$70.66,329,BIOPRO,96,$141.14,AAA
BP9790,NITRO BACTERIA 250 ML.,$111.72,1025,BIOPRO,48,$223.29,AAA
BP9791,BACT.AGUADULCE Y SAL 500ML.,$188.60,176,BIOPRO,24,$377.09,AAA
NIT10,NITRIDAC SOBRE 10 ML.,$15.35,55,PRODAC,1,$30.71,AAA
NI30,NITRIDAC 30 ML.,$76.43,8,PRODAC,1,$152.86,AAA
ELX250,DISCUS ELIXIR 250 ML.,$250.87,3,PRODAC,1,$501.74,AAA
AU508,FILTRO DE PLATAFORMA DE 20CM,$33.55,5,ACUALUZ,1,$67.11,AAA
AU114,*FILTRO PLACA 60CM.(20G),$223.71,3,ACUALUZ,,$447.43,AA
AU509,*FILTRO PLACA 120CM.(50G),$313.20,2,ACUALUZ,,$626.40,A
AZ015,FILTRO REDONDO DE PLACA 10 CM.,$44.60,2,AZUL,1,$89.20,AAA
AZ016,FILTRO ESPONJA RED.,$48.18,3,AZUL,1,$96.37,AAA
AZFIL,FILTRO MULTIBURB. EQ.,$51.95,46,AZUL,1,$103.91,AAA
1102,FILTRO REDONDO C/CARBON 13 CM,$30.60,3,BIOPRO,1,$61.20,AAA
GPFESQ,FILTRO DE ESQUINA NAC.,$25.41,36,CAT,100,$50.83,AAA
FP30N,*FILTRO PLACA 30CM.(2G),$41.59,9,CAT,50,$83.19,AAA
GPRC5,*CAPUCHON C/5PZAS,$43.88,5,CAT,,$87.76,AA
FP50N,*FILTRO PLACA 50CM.(10G)***,$51.39,24,CAT,30,$102.79,AAA
XC-180,*FILTRO ESPONJA 30G.,$93.80,89,DIMEI,40,$187.47,AAA
C4050D,*CART.P/FIL.DE PLACA 10G.2PZ.,$24.83,13,PP,25,$49.67,AAA
GPRUN6,"*REP.UNIVERSAL 6"" F.PLACA",$32.32,1,PP,1,$64.65,AA
XY-168,FILTRO DE ESPONJA P/5 G.,$44.78,127,XINYOU,200,$89.44,AAA
XY-2813,FILTRO DE ESPONJA P/30 GAL.,$107.73,43,XINYOU,45,$215.35,AAA
4261,BOMBA DE AIRE 1 SAL,$67.14,84,AQUA KRILL,60,$134.28,AAA
FL7950,BOMBA DE AIRE AQUAJET 101,$68.11,4,AQUAJET,1,$136.23,AAA
FL7774,FILTRO RAPIDO AQUAJET 10,$242.08,4,AQUAJET,1,$484.16,AAA
FL7775,FILTRO RAPIDO AQUAJET 20,$285.87,2,AQUAJET,1,$571.74,AAA
FL7776,FILTRO RAPIDO AQUAJET 30,$436.71,2,AQUAJET,1,$873.43,AAA
MB-9001,BOMBA DE AIRE 1 SALIDA 2.5 W,$82.35,956,AQUAKING,100,$164.52,AAA
BP9891,BOMBA DE AIRE 1 SALIDA 1.5 W,$57.47,896,BIOPRO,84,$114.75,AAA
H-300,BOMBA DE AGUA 200 L/H 2 W,$92.80,471,BIOPRO,50,$185.54,AAA
BP-960,BOMBA DE AIRE PILAS 1 W.,$93.05,268,BIOPRO,74,$185.97,AAA
H-331,BOMBA DE AGUA 280 L/H 4 W,$131.37,869,BIOPRO,50,$262.54,AAA
H-100,RAPIDO MINI 200 L/H 2 W,$133.86,1260,BIOPRO,60,$267.69,AAA
H-102,FILTRO RAPIDO 200 L/H 3.5 W,$138.09,465,BIOPRO,60,$276.06,AAA
SK-40,SKIMMER P/40 GAL. (NO INC.BOMBA),$160.48,14,BIOPRO,36,$320.89,AAA
H-104,FILTRO RAPIDO 250 L/H 5 W,$167.95,755,BIOPRO,60,$335.90,AAA
H-339,BOMBA DE AGUA 600 L/H 7.5 W,$170.93,154,BIOPRO,50,$341.69,AAA
BP80,FILTRO DE CASCADA 185 L/H 2.4 W,$177.90,1548,BIOPRO,48,$355.64,AAA
HF-200,FILTRO CASCADA 260 L/H 3 W,$178.65,327,BIOPRO,60,$357.14,AAA
H-106,FILTRO RAPIDO 450 L/H 7 W,$184.12,330,BIOPRO,60,$368.08,AAA
BP-500,CABEZA DE PODER 500 L/H 6 W,$195.57,83,BIOPRO,72,$391.03,AAA
BF-500,FILTRO RAPIDO 440 L/H 6 W,$207.76,15,BIOPRO,36,$415.48,AAA
AP-1200L,FILTRO RAPIDO 400 L/H 13 W,$213.23,452,BIOPRO,48,$426.42,AAA
JP-024,CABEZA DE PODER 1200 L/H 22 W,$244.83,1,BIOPRO,36,$489.48,AAA
BP-800,CABEZA DE PODER 800 L/H 8.5 W,$246.82,183,BIOPRO,48,$493.56,AAA
AP-1200F,FILTRO RAPIDO 800 L/H 13 W,$248.07,76,BIOPRO,48,$496.13,AAA
H-108,FILTRO RAPIDO 750 L/H 22 W,$261.50,303,BIOPRO,48,$522.95,AAA
BP200,FILTRO DE CASCADA 324 L/H 3.1 W,$267.97,593,BIOPRO,24,$535.82,AAA
H-430,BOMBA DE AGUA 1000 L/H 21 W,$273.70,122,BIOPRO,25,$547.40,AAA
HF-400,FILTRO CASCADA 480 L/H 6 W,$273.95,189,BIOPRO,24,$547.83,AAA
HBL-501,FILTRO DE CASCADA 400 L/H 5 W,$286.39,780,BIOPRO,18,$572.71,AAA
JVP-101,GENERADOR DE OLAS 3000L/H 6 W,$304.05,183,BIOPRO,36,$608.10,AAA
AP-1350F,FILTRO RAPIDO 1000 L/H 18 W,$315.25,146,BIOPRO,24,$630.41,AAA
JP-900G,CABEZA DE PODER 1000 LH 20 W,$320.23,106,BIOPRO,36,$640.28,AAA
HF-600,FILTRO CASCADA 600 L/H 8 W,$348.34,584,BIOPRO,24,$696.69,AAA
BP300,FILTRO DE CASCADA 380 L/H 4.5 W,$363.27,394,BIOPRO,18,$726.51,AAA
JP-025,CABEZA DE PODER 1600 L/H 35 W,$377.95,1,BIOPRO,24,$755.89,AAA
AP-1600F,FILTRO RAPIDO 1200 L/H 25 W,$388.40,121,BIOPRO,24,$776.70,AAA
HBL-701,FILTRO DE CASCADA DOBLE 600 L/H 7 W,$398.60,1013,BIOPRO,12,$797.08,AAA
JVP-102,GENERADOR DE OLAS 5000L/H 12 W,$424.73,50,BIOPRO,36,$849.42,AAA
AP-2000F,FILTRO RAPIDO 1600 L/H 30 W,$432.69,351,BIOPRO,24,$865.29,AAA
BP500,FILTRO DE CASCADA 550 L/H 5.8 W,$439.91,360,BIOPRO,16,$879.66,AAA
H-450,BOMBA DE AGUA 2100 L/H 38 W,$446.88,17,BIOPRO,25,$893.60,AAA
JVP-201,GENERADOR DE OLAS 6000L/H 12 W,$477.48,107,BIOPRO,24,$954.95,AAA
CY-FL188,FIL.CASCADA C/LAMPARA 9 W(OF),$559.09,16,BIOPRO,24,"$1,118.18",AAA
JVP-202,GENERADOR DE OLAS 12000L/H 24 W,$559.59,60,BIOPRO,18,"$1,119.04",AAA
RB-500,BOMBA PARA SKIMMER 35 W,$627.02,2,BIOPRO,12,"$1,253.96",AAA
CY-FL189,FILTRO/LAMPARA Y CONTROL 9 W (OF),$646.93,11,BIOPRO,24,"$1,293.86",AAA
ACO-001,BOMBA DE AIRE 20 L/M 20 W,$712.86,30,BIOPRO,16,"$1,425.56",AAA
BP800,FILTRO DE CASCADA 888 L/H 8.5 W,$740.98,238,BIOPRO,8,"$1,481.76",AAA
B-910,FILTRO DE CANASTA CHICO 8.1 W,$809.16,6,BIOPRO,12,"$1,618.18",AAA
JUP-02,FILTRO ULTRAVIOLETA 500 L/H 5 W,$909.68,131,BIOPRO,12,"$1,819.17",AAA
ACO-003,BOMBA DE AIRE 50 L/M 45 W,$925.11,30,BIOPRO,12,"$1,850.06",AAA
UV-9W,FILTRO ULTRAVIOLETA 9 W,"$1,050.51",32,BIOPRO,6,"$2,101.02",AAA
UV-18W,FILTRO ULTRAVIOLETA 18 W (OF),"$1,062.56",3,BIOPRO,6,"$2,124.83",AAA
JUP-01,FILTRO ULTRAVIOLETA 800 L/H 8 W,"$1,085.85",273,BIOPRO,8,"$2,171.59",AAA
SK-75,SKIMMER CON BOMBA 8.5 W,"$1,121.18",20,BIOPRO,4,"$2,242.16",AAA
ACO-005,BOMBA DE AIRE 70 L/M 80 W,"$1,416.03",19,BIOPRO,8,"$2,832.04",AAA
UV-36W,FILTRO ULTRAVIOLETA 36 W (OF),"$1,563.83",9,BIOPRO,4,"$3,127.62",AAA
SK-160,SKIMMER CON BOMBA 2050 L/H 35 W,"$1,914.74",9,BIOPRO,4,"$3,829.25",AAA
EF-1800,FILTRO CANASTA 1800 L/H 35 W,"$3,006.49",17,BIOPRO,2,"$6,012.86",AAA
HG-120C,TURBINA DE AIRE 21 M3 120 W,"$3,072.92",16,BIOPRO,4,"$6,145.85",AAA
EF-2200,FILTRO DE CANASTA 2200 L/H 45 W,"$3,267.50",9,BIOPRO,2,"$6,534.95",AAA
HG-250C,TURBINA DE AIRE 35 M3 250 W (OF),"$3,612.61",12,BIOPRO,1,"$7,225.21",AAA
UVF-1800,FILTRO CANASTA UV 1800 L/H 35 W,"$3,613.11",75,BIOPRO,2,"$7,226.07",AAA
UVF-2200,FILTRO CANASTA UV 2200 L/H 45 W,"$3,736.52",35,BIOPRO,2,"$7,472.96",AAA
CN8100-25,BOMBA PROGRAMABLE 25 W(OF),"$2,154.30",11,CHANING,12,"$4,308.44",AA
CN8100-40,BOMBA PROGRAMABLE 35 W(OF),"$2,772.60",16,CHANING,6,"$5,545.03",AAA
CN8100-60,BOMBA PROGRAMABLE 55 W(OF),"$3,166.73",8,CHANING,6,"$6,333.32",AAA
45002,BOMBA 1 S.EMERG.24HR. 1 W (OF),$285.89,47,COBALT,1,$571.64,AAA
45003,BOMBA 2 S. EMERG.24HR.2 W (OF),$370.99,34,COBALT,1,$741.95,AAA
45004,BOMBA 1 S.EMERG.72 HR. 1 W(OF),$459.32,27,COBALT,1,$918.48,AAA
100105271,SKIMER P/65 G.C/BOMBA(OF),"$5,006.25",1,CORA LIFE,4,"$10,012.43",AA
6001,BOMBA DE AGUA 250 L/H .60M 2.5W,$102.72,1,ECOFAUONT,15,$205.45,AAA
6003,BOMBA DE AGUA 450 L/H .90M 6.5W,$152.47,11,ECOFAUONT,12,$304.94,AAA
6005,BOMBA DE AGUA  800 L/H 1.60M 13W,$310.09,3,ECOFAUONT,12,$620.18,AAA
6007,BOMBA DE AGUA  1500 L/H 2.50M 25W,$562.07,8,ECOFAUONT,12,"$1,124.15",AAA
6009,BOMBA DE AGUA  3000 L/H 3.50M 70W,$833.43,3,ECOFAUONT,8,"$1,666.87",AAA
CW-120,GENERADOR DE OLAS CONTROL 20 W,"$1,755.17",4,GRECH,12,"$3,510.29",AAA
HA799,BOMBA ELITE 799 1 SAL.,$103.35,50,HAGEN,42,$206.71,AAA
HA800,BOMBA ELITE 800 1 SAL.,$136.18,21,HAGEN,30,$272.36,AAA
HA801,BOMBA ELITE 801 15 GAL.,$150.84,10,HAGEN,20,$301.69,AAA
HA802,BOMBA ELITE 802 20 GAL.,$229.91,11,HAGEN,10,$459.82,AAA
HA805,BOMBA MAXIMA 30 GAL.,$400.25,6,HAGEN,6,$800.51,AA
HA806,BOMBA MAXIMA C/REGULADOR,$509.53,1,HAGEN,,"$1,019.06",AA
HA807,BOMBA OPTIMA 30 GAL.,$655.67,2,HAGEN,,"$1,311.35",AA
PS-50,NANO SKIMMER 15G. C/BOMBA 5.3 W,$575.27,17,HAQOS,1,"$1,150.36",AAA
WM-1800,GENERADOR DE OLAS 1800 L/H 12 W,$346.60,109,HDOM,36,$693.04,AAA
EX-1000,FILTRO DE CANASTA 1000 L/H 22 W,"$1,793.99",14,HDOM,1,"$3,587.94",AAA
EX-1200,FILTRO DE CANASTA 1200 L/H 28 W,"$1,940.54",30,HDOM,1,"$3,880.94",AAA
CP-5000,BOMBA AGUA 5000 L/H. 100 W.,"$2,018.67",32,HDOM,6,"$4,037.31",AAA
BF-6000E,FILTRO DE CANASTA 6000,"$2,764.39",13,JECOD,2,"$5,528.73",AAA
BF-9000E,FILTRO DE CANASTA 9000,"$3,004.75",7,JECOD,2,"$6,009.43",AAA
2688,BOMBA DE AIRE 2 SAL 50-60G,$155.04,15,OXIKRIL,12,$310.09,AAA
5041,BOMBA AGUA 60 CM,$86.68,30,REAL,100,$173.37,AAA
5044,BOMBA AGUA 90 CM.,$110.15,11,REAL,1,$220.30,AAA
14554,SKIMMER C/REAC. DE CO2 90(OF),$664.70,17,RIO,12,"$1,329.04",AA
HP840,GRAVA 20 KG.SILICA BLANCA,$125.28,4,HOBBY PET,1,$250.56,AAA
HP834,GRAVA 20 KG.REYNOSA,$139.53,1,HOBBY PET,1,$279.07,A
HP804,GRAVA 20 KG. AZUL CLARO,$208.80,1,HOBBY PET,1,$417.60,AAA
HP808,GRAVA 20 KG. PURPURA,$208.80,2,HOBBY PET,1,$417.60,AAA
HP802C,GRAVA 20 KG. CONFETI,$208.80,8,HOBBY PET,,$417.60,AAA
HP838,GRAVA 20 KG. AMAR./AZULCLARO,$208.80,12,HOBBY PET,1,$417.60,AA
HP809,GRAVA 20 KG. COLOR ROJO,$208.80,23,HOBBY PET,1,$417.60,AAA
HP839,GRAVA 20 KG. AMAR/VERDE C.,$208.80,27,HOBBY PET,1,$417.60,AA
HP805,GRAVA 20 KG.AZUL FUERTE,$208.80,59,HOBBY PET,1,$417.60,AAA
HP814,GRAVA AM/FLUOR NEGRA 20 KG.,$241.09,6,HOBBY PET,1,$482.18,AA
HP812,GRAVA 20 KG. AMAR.F./PURP,$241.28,17,HOBBY PET,1,$482.56,AA
HP832,GRAVA 20 KG.MARMOL,$243.60,1,HOBBY PET,1,$487.20,AAA
HP813,GRAVA 20 KG.NEGRA,$250.56,2,HOBBY PET,1,$501.12,AAA
HP803,GRAVA 20 KG. AMAR.FLUOR,$252.02,4,HOBBY PET,1,$504.04,AA
HP810,GRAVA 20 KG.ROSA FLUOR.,$294.64,10,HOBBY PET,1,$589.28,AAA
HP9420,GRAVA CHICLE NARANJA 1 KG.,$33.34,23,BIOPRO,25,$66.49,AAA
HP-9413,GRAVA CHICLE AZUL 1 KG.,$33.34,57,BIOPRO,25,$66.49,AAA
HP6414,GRAVA CHICLE AZUL CLARO 1 KG.,$33.34,193,BIOPRO,25,$66.49,AAA
HP-9416,GRAVA CHICLE NEGRA 1 KG.,$34.58,49,BIOPRO,25,$69.06,AAA
HP9421,GRAVA CHICLE VERDE 1 KG.,$34.58,66,BIOPRO,25,$69.06,AAA
HP9417,GRAVA CHICLE PURPURA 1 KG.,$34.58,92,BIOPRO,25,$69.06,AAA
HP-9419,GRAVA CHICLE ROJA 1 KG.,$34.58,108,BIOPRO,25,$69.06,AAA
HP664,GRAVA .37 KG.NEGRA/AMARILLO,$13.34,16,HOBBY PET,1,$26.68,AA
HP663,GRAVA .37 KG.NEGRA,$13.47,118,HOBBY PET,1,$26.95,AAA
HP678,GRAVA .37 KG.AMAR/AZUL,$13.87,22,HOBBY PET,1,$27.74,AAA
HP659,GRAVA .37 KG.ROJA FLUOR.,$13.87,61,HOBBY PET,1,$27.74,AAA
HP658,GRAVA. 37 KG. PURPURA FLUOR.,$13.87,111,HOBBY PET,1,$27.74,AAA
HP679,GRAVA .37 KG. AMAR/VERDE F.,$13.87,122,HOBBY PET,1,$27.74,AAA
HP656,GRAVA .37 KG. AMAR/ROJO F.,$13.87,206,HOBBY PET,1,$27.74,AAA
HP660,GRAVA .37 KG.ROSA FLUOR.,$14.65,56,HOBBY PET,1,$29.30,AAA
HP653,GRAVA .37 KG. AMARILLO F.,$14.79,175,HOBBY PET,1,$29.58,AAA
HP640,GRAVA CACAHUATE MINI 2.2 KG.,$19.91,3,HOBBY PET,1,$39.83,AAA
HP641,GRAVA 2.2 KG. SILICA BLANCA,$19.91,22,HOBBY PET,50,$39.83,AAA
HP613,GRAVA 2.2 KG.NEGRA,$28.13,6,HOBBY PET,1,$56.26,AAA
HP605,GRAVA 2.2 KG.AZUL FUERTE,$30.47,9,HOBBY PET,1,$60.94,AAA
HP607,GRAVA 2.2 KG. NARANJA F.,$34.19,22,HOBBY PET,1,$68.39,AAA
HP612,GRAVA 2.2 KG. AMAR/PURP F.,$34.59,60,HOBBY PET,1,$69.18,AAA
HP610,GRAVA 2.2 KG.ROSA FLUOR.,$35.07,21,HOBBY PET,1,$70.15,AAA
HP611,GRAVA 2.2 KG.VERDE FLUOR.,$35.10,7,HOBBY PET,1,$70.20,AAA
HP603,GRAVA 2.2 KG. AMARILLO F.,$35.94,6,HOBBY PET,1,$71.89,AAA
70435,PURPLE FROST 2.2 KG.(OF),$62.30,17,NATURES OC,8,$124.41,AAA
70528,MIDNIGHT GLO 2.2 KG.(OF),$62.30,40,NATURES OC,6,$124.41,AAA
70530,LASERNIGHT GLO 2.2 KG.(OF),$82.60,23,NATURES OC,6,$165.16,AAA
80085,RIVER JEWELS 2.2 KG.(OF),$82.60,51,NATURES OC,6,$165.16,AAA
70385,RAINBOW FROST 2.2 KG.(OF),$91.06,24,NATURES OC,8,$182.11,AAA
QF02,ARENA MARRON FINA 2.5 KG.,$64.67,1,PRODAC,1,$129.34,AAA
QF06,ARENA GRIS FINA 2.5 KG.,$84.47,2,PRODAC,1,$168.94,AAA
QF05,ARENA BLANCA/VERDE F. 2.5 K.,$87.02,6,PRODAC,1,$174.04,AAA
QF04,ARENA BLANCA/AZUL F. 2.5 K.,$115.19,7,PRODAC,1,$230.39,AAA
100106154,*IMAN P/ACRILICO DE 3MM(OF),$171.39,15,AQUEON,24,$342.34,AAA
CW-2708B,TERM.DE VIDRIO SLIM,$14.43,727,BIOPRO,768,$28.74,AAA
